"size","prop_ss","mean_prev"
375,0.55,0.000196820573638069
375,0.6,0.000251068014265438
375,0.65,0.000315612058833815
375,0.7,0.000286124974656192
375,0.75,0.000296789956618608
375,0.8,0.000316738323980312
375,0.85,0.000372692344200567
375,0.9,0.000339532352678633
375,0.95,0.000395939357184779
375,1,0.000341510924015952
412.5,0,4.89213463768847e-05
412.5,0.05,6.2837466990455e-05
412.5,0.1,0.00011203744341001
412.5,0.15,0.000125287779402113
412.5,0.2,0.000151596603020699
412.5,0.25,0.000130068084768077
412.5,0.3,0.000150286622107354
412.5,0.35,0.000180333288892264
412.5,0.4,0.000214122063974497
412.5,0.45,0.000206823573304733
412.5,0.5,0.000203269048410962
412.5,0.55,0.00016564834187582
412.5,0.6,0.000214899508272456
412.5,0.65,0.000220574496917073
412.5,0.7,0.000307152474908155
412.5,0.75,0.000186375791197425
412.5,0.8,0.00021536624502877
412.5,0.85,0.000264539445146257
412.5,0.9,0.000304080889640237
412.5,0.95,0.000312389894153937
412.5,1,0.000400268836444447
450,0,7.78265926592305e-05
450,0.05,6.33066212044071e-05
450,0.1,7.36583438953576e-05
450,0.15,0.000118731824142884
450,0.2,0.000170336763697038
450,0.25,0.000142674504810557
450,0.3,0.000135200957772236
450,0.35,0.000158806806893106
450,0.4,0.000182104209654626
450,0.45,0.000189187823521022
450,0.5,0.000193470839000012
450,0.55,0.000226498022772136
450,0.6,0.000209689089543194
450,0.65,0.000215249759872074
450,0.7,0.000208596530948331
450,0.75,0.000246770002712176
450,0.8,0.000217932540691984
450,0.85,0.000262576519066725
450,0.9,0.000294838113182011
450,0.95,0.000275203807399234
450,1,0.000274619906731065
487.5,0,3.74621369526626e-05
487.5,0.05,7.08664460374815e-05
487.5,0.1,7.22907834150647e-05
487.5,0.15,9.92435073399112e-05
487.5,0.2,9.72597834579386e-05
487.5,0.25,0.000100104013609493
487.5,0.3,0.000130931956222931
487.5,0.35,0.000146165367277985
487.5,0.4,0.00014049290414454
487.5,0.45,0.000156304725347942
487.5,0.5,0.000133486565679495
487.5,0.55,0.000164953977808966
487.5,0.6,0.000218806741943677
487.5,0.65,0.000173967905779808
487.5,0.7,0.000215878673965853
487.5,0.75,0.000225218714979694
487.5,0.8,0.000276297628246017
487.5,0.85,0.000269411883610477
487.5,0.9,0.000287003937410392
487.5,0.95,0.000329345923228299
487.5,1,0.000250342305940461
525,0,3.49512601607303e-05
525,0.05,4.94904690207756e-05
525,0.1,4.94611718967051e-05
525,0.15,4.87176265860929e-05
525,0.2,9.93505434234945e-05
525,0.25,8.9795029161797e-05
525,0.3,0.00011539259476866
525,0.35,0.000147601799372112
525,0.4,0.000159680922611298
525,0.45,0.000141648840800786
525,0.5,0.00017747258057289
525,0.55,0.000166856164652287
525,0.6,0.000189341471391024
525,0.65,0.00018002800785394
525,0.7,0.000202474036372561
525,0.75,0.000209245030949104
525,0.8,0.000211824788041307
525,0.85,0.000197071569428986
525,0.9,0.000221138709036082
525,0.95,0.000257001624318883
525,1,0.000266205473132349
562.5,0,6.48507639523812e-05
562.5,0.05,7.31313598676801e-05
562.5,0.1,7.3127587305244e-05
562.5,0.15,8.20282826776756e-05
562.5,0.2,0.000100852800817845
562.5,0.25,8.68223651005841e-05
562.5,0.3,9.45434070368698e-05
562.5,0.35,0.000116696399997728
562.5,0.4,0.000143007466480627
562.5,0.45,0.000108436683081285
562.5,0.5,0.00016097813530098
562.5,0.55,0.000149625742142435
562.5,0.6,0.000183856590411755
562.5,0.65,0.000215764284623377
562.5,0.7,0.000192517167375244
562.5,0.75,0.000214036135938541
562.5,0.8,0.000223191629410993
562.5,0.85,0.000211844323047495
562.5,0.9,0.000189330247890622
562.5,0.95,0.000228242048475579
562.5,1,0.000246020759535849
600,0,5.77807026007325e-05
600,0.05,4.78448048578151e-05
600,0.1,6.28563720894145e-05
600,0.15,6.34983480223728e-05
600,0.2,8.09655494965185e-05
600,0.25,9.58767012992883e-05
600,0.3,8.5587766758149e-05
600,0.35,0.000106145275331883
600,0.4,9.10603628465984e-05
600,0.45,0.000135077170281957
600,0.5,0.000151739140466118
600,0.55,0.000152072276939762
600,0.6,0.000152445779914389
600,0.65,0.00016261883945407
600,0.7,0.000154998401259144
600,0.75,0.000218476152270705
600,0.8,0.000173391028551719
600,0.85,0.000185455221821913
600,0.9,0.000225339069594797
600,0.95,0.000208715921258785
600,1,0.000191952972832965
637.5,0,4.29108854713323e-05
637.5,0.05,2.85756850816994e-05
637.5,0.1,5.25418898546173e-05
637.5,0.15,6.45753210525976e-05
637.5,0.2,8.33724891015512e-05
637.5,0.25,7.91377100359866e-05
637.5,0.3,7.66993603299924e-05
637.5,0.35,9.78368974464053e-05
637.5,0.4,0.000110326866730646
637.5,0.45,0.00011152474783577
637.5,0.5,0.000112565967245579
637.5,0.55,0.000148025785743243
637.5,0.6,0.000154921551159643
637.5,0.65,0.0001241886535118
637.5,0.7,0.000134758646670969
637.5,0.75,0.00018679333909786
637.5,0.8,0.000200349769241696
637.5,0.85,0.000202883271772694
637.5,0.9,0.000203562985583413
637.5,0.95,0.00022789835645145
637.5,1,0.000221486721095297
675,0,4.47696963438511e-05
675,0.05,5.86284267367175e-05
675,0.1,4.91920011979882e-05
675,0.15,6.54759354585197e-05
675,0.2,6.99107212751213e-05
675,0.25,8.59233267020954e-05
675,0.3,9.23376152191311e-05
675,0.35,0.000113537495835977
675,0.4,0.000119047241226213
675,0.45,0.000141091415516037
675,0.5,0.00012595534568721
675,0.55,0.00012843195204318
675,0.6,0.000143575863142683
675,0.65,0.000135599040420921
675,0.7,0.000143551372345136
675,0.75,0.000209059876747967
675,0.8,0.000166759334398422
675,0.85,0.000195231527369109
675,0.9,0.000172675385791335
675,0.95,0.000254184137843078
675,1,0.000205606214789485
712.5,0,3.63729318555157e-05
712.5,0.05,4.26202932877852e-05
712.5,0.1,5.35682913977331e-05
712.5,0.15,5.71766031837448e-05
712.5,0.2,6.6349456410544e-05
712.5,0.25,5.74897467807007e-05
712.5,0.3,9.86177291332244e-05
712.5,0.35,0.000100249324756625
712.5,0.4,0.000113743153742296
712.5,0.45,9.35988941139177e-05
712.5,0.5,0.000143699300347391
712.5,0.55,0.000106484259829616
712.5,0.6,0.000113594613164338
712.5,0.65,0.000135757017507893
712.5,0.7,0.000175000949496252
712.5,0.75,0.000175791740337508
712.5,0.8,0.000183085694044761
712.5,0.85,0.000160494587076555
712.5,0.9,0.000169319062931003
712.5,0.95,0.000184011346373985
712.5,1,0.000196736536319214
750,0,4.02805126991626e-05
750,0.05,5.84033455839145e-05
750,0.1,6.24570134224795e-05
750,0.15,5.46205263173895e-05
750,0.2,7.07217003401515e-05
750,0.25,8.69796334872654e-05
750,0.3,8.10738436980653e-05
750,0.35,5.67573361054479e-05
750,0.4,8.32391701196946e-05
750,0.45,8.88450987246404e-05
750,0.5,9.59474423196494e-05
750,0.55,0.000128671981997513
750,0.6,0.000135685810775336
750,0.65,0.000141288840920546
750,0.7,0.000167961628050469
750,0.75,0.000123464759752055
750,0.8,0.000145965177005958
750,0.85,0.000200676497505938
750,0.9,0.000191684764828371
750,0.95,0.000196426860834216
750,1,0.000182523680273207
