"size","num_exp","fadeout"
675,16,0
675,17,0
675,18,0.00155186721991701
675,19,0
675,20,0
675,21,0
675,22,0
675,23,0
675,24,0
675,25,0
712.5,0,0.995850622406639
712.5,1,0.648199170124481
712.5,2,0.384082987551867
712.5,3,0.253327800829875
712.5,4,0.180207468879668
712.5,5,0.0895850622406639
712.5,6,0.0660580912863071
712.5,7,0.0478091286307054
712.5,8,0.0324813278008299
712.5,9,0.0190871369294606
712.5,10,0.0177427385892116
712.5,11,0.0107966804979253
712.5,12,0.00624896265560166
712.5,13,0.00157676348547718
712.5,14,0
712.5,15,0.00339419087136929
712.5,16,0.00135269709543568
712.5,17,0
712.5,18,0
712.5,19,0
712.5,20,0
712.5,21,0
712.5,22,0
712.5,23,0
712.5,24,0
712.5,25,0
750,0,0.995850622406639
750,1,0.609684647302905
750,2,0.424132780082988
750,3,0.264630705394191
750,4,0.169900414937759
750,5,0.109510373443983
750,6,0.0876016597510373
750,7,0.0560331950207469
750,8,0.0411286307053942
750,9,0.0221659751037344
750,10,0.0205311203319502
750,11,0.012207468879668
750,12,0.00625726141078838
750,13,0.00164315352697095
750,14,0.0066804979253112
750,15,0
750,16,0.00253941908713693
750,17,0.0015103734439834
750,18,0
750,19,0
750,20,0
750,21,0
750,22,0
750,23,0
750,24,0
750,25,0
