"size","num_exp","fadeout"
525,23,0.616439834024896
525,24,0.608580912863071
525,25,0.599941908713693
562.5,0,0.995850622406639
562.5,1,0.886323651452282
562.5,2,0.836307053941909
562.5,3,0.793485477178423
562.5,4,0.778099585062241
562.5,5,0.75843153526971
562.5,6,0.738464730290456
562.5,7,0.726746887966805
562.5,8,0.708912863070539
562.5,9,0.705120331950208
562.5,10,0.689186721991701
562.5,11,0.68397510373444
562.5,12,0.680464730290456
562.5,13,0.671170124481328
562.5,14,0.662265560165975
562.5,15,0.657336099585062
562.5,16,0.645858921161826
562.5,17,0.645020746887967
562.5,18,0.637734439834025
562.5,19,0.638298755186722
562.5,20,0.630107883817427
562.5,21,0.626746887966805
562.5,22,0.62146887966805
562.5,23,0.616298755186722
562.5,24,0.625634854771784
562.5,25,0.607195020746888
600,0,0.995850622406639
600,1,0.884705394190871
600,2,0.841053941908714
600,3,0.804796680497925
600,4,0.781112033195021
600,5,0.759136929460581
600,6,0.742522821576764
600,7,0.729269709543569
600,8,0.717286307053942
600,9,0.702390041493776
600,10,0.695186721991701
600,11,0.692141078838174
600,12,0.678298755186722
600,13,0.674149377593361
600,14,0.654871369294606
600,15,0.662207468879668
600,16,0.65903734439834
600,17,0.649402489626556
600,18,0.637087136929461
600,19,0.63453112033195
600,20,0.63655601659751
600,21,0.62997510373444
600,22,0.634597510373444
600,23,0.610539419087137
600,24,0.615344398340249
600,25,0.613684647302905
637.5,0,0.995850622406639
637.5,1,0.884921161825726
637.5,2,0.832589211618257
637.5,3,0.798307053941909
637.5,4,0.764406639004149
637.5,5,0.755485477178423
637.5,6,0.74096265560166
637.5,7,0.725842323651452
637.5,8,0.711626556016598
637.5,9,0.697510373443983
637.5,10,0.695435684647303
637.5,11,0.693219917012448
637.5,12,0.676655601659751
637.5,13,0.675029045643154
637.5,14,0.659817427385892
637.5,15,0.657659751037344
637.5,16,0.647742738589212
637.5,17,0.647717842323651
637.5,18,0.641692946058091
637.5,19,0.645410788381743
637.5,20,0.62903734439834
637.5,21,0.627917012448133
637.5,22,0.621842323651452
637.5,23,0.618539419087137
637.5,24,0.613601659751037
637.5,25,0.610132780082988
675,0,0.995850622406639
675,1,0.882846473029046
675,2,0.834165975103734
675,3,0.798323651452282
675,4,0.779178423236515
675,5,0.755078838174274
675,6,0.744041493775934
675,7,0.727336099585062
675,8,0.715128630705394
675,9,0.706630705394191
675,10,0.693394190871369
675,11,0.686605809128631
675,12,0.673020746887967
675,13,0.670331950207469
675,14,0.665917012448133
675,15,0.665394190871369
675,16,0.643112033195021
675,17,0.636190871369295
675,18,0.637244813278008
675,19,0.636348547717842
675,20,0.634423236514523
675,21,0.624439834024896
675,22,0.62096265560166
675,23,0.61144398340249
675,24,0.616207468879668
675,25,0.610887966804979
712.5,0,0.995850622406639
712.5,1,0.879784232365145
712.5,2,0.829219917012448
712.5,3,0.793203319502075
712.5,4,0.771659751037344
712.5,5,0.746165975103734
712.5,6,0.746464730290456
712.5,7,0.719153526970954
712.5,8,0.707966804979253
712.5,9,0.704655601659751
712.5,10,0.689526970954357
712.5,11,0.675734439834025
712.5,12,0.674091286307054
712.5,13,0.662887966804979
712.5,14,0.665792531120332
712.5,15,0.654315352697095
712.5,16,0.654539419087137
712.5,17,0.6369377593361
712.5,18,0.635029045643154
712.5,19,0.638995850622407
712.5,20,0.628771784232365
712.5,21,0.625435684647303
712.5,22,0.624082987551867
712.5,23,0.61643153526971
712.5,24,0.622713692946058
712.5,25,0.598473029045643
750,0,0.995850622406639
750,1,0.881983402489627
750,2,0.83195020746888
750,3,0.797195020746888
750,4,0.775585062240664
750,5,0.760390041493776
750,6,0.733112033195021
750,7,0.737352697095436
750,8,0.715195020746888
750,9,0.703526970954357
750,10,0.695029045643153
750,11,0.681186721991701
750,12,0.679983402489627
750,13,0.670257261410788
750,14,0.666398340248963
750,15,0.653203319502075
750,16,0.648688796680498
750,17,0.645369294605809
750,18,0.637983402489627
750,19,0.636290456431535
750,20,0.625269709543568
750,21,0.61944398340249
750,22,0.618970954356846
750,23,0.617095435684647
750,24,0.614854771784232
750,25,0.604356846473029
