"size","prop_ss","mean_prev"
675,0.2,0.726251765681254
675,0.25,0.755670399625166
675,0.3,0.791800133959649
675,0.35,0.821078719276106
675,0.4,0.857653040033621
675,0.45,0.870197233499451
675,0.5,0.877448202095328
675,0.55,0.910548037630125
675,0.6,0.927717201882362
675,0.65,0.926936441422859
675,0.7,0.948577612205496
675,0.75,0.951696727164994
675,0.8,0.963117174311166
675,0.85,0.960586140671561
675,0.9,0.970450950160926
675,0.95,0.974392394765463
675,1,0.980235044275796
712.5,0,0.544677067742427
712.5,0.05,0.610966226428154
712.5,0.1,0.660643931836859
712.5,0.15,0.718770097929104
712.5,0.2,0.748959243447759
712.5,0.25,0.783310377014064
712.5,0.3,0.817036438759376
712.5,0.35,0.831288814070959
712.5,0.4,0.88195880559697
712.5,0.45,0.902468809944676
712.5,0.5,0.9156239794419
712.5,0.55,0.921359374549717
712.5,0.6,0.937528663047529
712.5,0.65,0.940268637539114
712.5,0.7,0.955778617107696
712.5,0.75,0.954173801297016
712.5,0.8,0.966219337938326
712.5,0.85,0.967780390004719
712.5,0.9,0.971005213840595
712.5,0.95,0.980486409797366
712.5,1,0.980499379326975
750,0,0.579598522345635
750,0.05,0.630799023437185
750,0.1,0.704198881645616
750,0.15,0.759794922805696
750,0.2,0.786363980479645
750,0.25,0.807851345503393
750,0.3,0.842143946166635
750,0.35,0.869213339206241
750,0.4,0.906868031849426
750,0.45,0.912760371302498
750,0.5,0.929292556995056
750,0.55,0.93405157924884
750,0.6,0.944780634399891
750,0.65,0.961603324395289
750,0.7,0.96534458802742
750,0.75,0.974268561098084
750,0.8,0.97543343008629
750,0.85,0.976634501512533
750,0.9,0.984778583026316
750,0.95,0.98420610547248
750,1,0.987434403637168
