"size","pct_hunt","ss_cat","prev_ratio","fadeout"
416.666666666667,0.111111111111111,"low",0.105859965,0
416.666666666667,0.111111111111111,"med",0.099563235,0
416.666666666667,0.111111111111111,"high",0.0982314616666667,0
416.666666666667,0.166666666666667,"low",0.152945413666667,0
416.666666666667,0.166666666666667,"med",0.158706539,0
416.666666666667,0.166666666666667,"high",0.147603345166667,0
416.666666666667,0.222222222222222,"low",0.193291304,0
416.666666666667,0.222222222222222,"med",0.203534395333333,0
416.666666666667,0.222222222222222,"high",0.196835477666667,0
416.666666666667,0.277777777777778,"low",0.247372931333333,0
416.666666666667,0.277777777777778,"med",0.252577384166667,0
416.666666666667,0.277777777777778,"high",0.243316104166667,0
416.666666666667,0.333333333333333,"low",0.2910280155,0
416.666666666667,0.333333333333333,"med",0.280164116333333,0
416.666666666667,0.333333333333333,"high",0.279503541333333,0
416.666666666667,0.388888888888889,"low",0.321546580833333,0
416.666666666667,0.388888888888889,"med",0.316890027,0
416.666666666667,0.388888888888889,"high",0.316415603833333,0
416.666666666667,0.444444444444444,"low",0.356638200166667,0
416.666666666667,0.444444444444444,"med",0.351437597,0
416.666666666667,0.444444444444444,"high",0.362825619666667,0
416.666666666667,0.5,"low",0.401314524,0
416.666666666667,0.5,"med",0.390854826166667,0
416.666666666667,0.5,"high",0.390636168,0
500,0,"low",0,0
500,0,"med",0,0
500,0,"high",0,0
500,0.0555555555555556,"low",0.0528378325,0
500,0.0555555555555556,"med",0.05255208,0
500,0.0555555555555556,"high",0.055989615,0
500,0.111111111111111,"low",0.100011577666667,0
500,0.111111111111111,"med",0.102265884166667,0
500,0.111111111111111,"high",0.106081835,0
500,0.166666666666667,"low",0.151332336166667,0
500,0.166666666666667,"med",0.156673009666667,0
500,0.166666666666667,"high",0.1534125265,0
500,0.222222222222222,"low",0.200138209,0
500,0.222222222222222,"med",0.1846439125,0
500,0.222222222222222,"high",0.194298875333333,0
500,0.277777777777778,"low",0.2465832385,0
500,0.277777777777778,"med",0.250054482,0
500,0.277777777777778,"high",0.246783850666667,0
500,0.333333333333333,"low",0.280571208666667,0
500,0.333333333333333,"med",0.2789843705,0
500,0.333333333333333,"high",0.286436591833333,0
500,0.388888888888889,"low",0.322360719833333,0
500,0.388888888888889,"med",0.3238360935,0
500,0.388888888888889,"high",0.322181688,0
500,0.444444444444444,"low",0.360098103,0
500,0.444444444444444,"med",0.3590586785,0
500,0.444444444444444,"high",0.353539324833333,0
500,0.5,"low",0.383577742833333,0
500,0.5,"med",0.391800923833333,0
500,0.5,"high",0.393482688666667,0
583.333333333333,0,"low",0,0
583.333333333333,0,"med",0,0
583.333333333333,0,"high",0,0
583.333333333333,0.0555555555555556,"low",0.0467545776666667,0
583.333333333333,0.0555555555555556,"med",0.0538844891666667,0
583.333333333333,0.0555555555555556,"high",0.0528835183333333,0
583.333333333333,0.111111111111111,"low",0.105067078333333,0
583.333333333333,0.111111111111111,"med",0.103702269666667,0
583.333333333333,0.111111111111111,"high",0.1016407615,0
583.333333333333,0.166666666666667,"low",0.1532236115,0
583.333333333333,0.166666666666667,"med",0.141349867833333,0
583.333333333333,0.166666666666667,"high",0.155105625333333,0
583.333333333333,0.222222222222222,"low",0.193214975666667,0
583.333333333333,0.222222222222222,"med",0.203263071,0
583.333333333333,0.222222222222222,"high",0.188815376333333,0
583.333333333333,0.277777777777778,"low",0.242665937166667,0
583.333333333333,0.277777777777778,"med",0.232707247,0
583.333333333333,0.277777777777778,"high",0.238713016166667,0
583.333333333333,0.333333333333333,"low",0.2856949955,0
583.333333333333,0.333333333333333,"med",0.282205340166667,0
583.333333333333,0.333333333333333,"high",0.274140838333333,0
583.333333333333,0.388888888888889,"low",0.310498618166667,0
583.333333333333,0.388888888888889,"med",0.314952152833333,0
583.333333333333,0.388888888888889,"high",0.325278881,0
583.333333333333,0.444444444444444,"low",0.358497292666667,0
583.333333333333,0.444444444444444,"med",0.353382380833333,0
583.333333333333,0.444444444444444,"high",0.349687586166667,0
583.333333333333,0.5,"low",0.387254121333333,0
583.333333333333,0.5,"med",0.403788736666667,0
583.333333333333,0.5,"high",0.391390565833333,0
666.666666666667,0,"low",0,0
666.666666666667,0,"med",0,0
666.666666666667,0,"high",0,0
666.666666666667,0.0555555555555556,"low",0.0505949666666667,0
666.666666666667,0.0555555555555556,"med",0.0523023266666667,0
666.666666666667,0.0555555555555556,"high",0.0553933966666667,0
666.666666666667,0.111111111111111,"low",0.106508877333333,0
666.666666666667,0.111111111111111,"med",0.105266458166667,0
666.666666666667,0.111111111111111,"high",0.105117621,0
666.666666666667,0.166666666666667,"low",0.156542335166667,0
666.666666666667,0.166666666666667,"med",0.149429947333333,0
666.666666666667,0.166666666666667,"high",0.155791678666667,0
666.666666666667,0.222222222222222,"low",0.192014422833333,0
666.666666666667,0.222222222222222,"med",0.207557489166667,0
666.666666666667,0.222222222222222,"high",0.197379982,0
666.666666666667,0.277777777777778,"low",0.247512808166667,0
666.666666666667,0.277777777777778,"med",0.243470191,0
666.666666666667,0.277777777777778,"high",0.238488123666667,0
666.666666666667,0.333333333333333,"low",0.277854476333333,0
666.666666666667,0.333333333333333,"med",0.273326833333333,0
666.666666666667,0.333333333333333,"high",0.272509489666667,0
666.666666666667,0.388888888888889,"low",0.322318348166667,0
666.666666666667,0.388888888888889,"med",0.312092873833333,0
666.666666666667,0.388888888888889,"high",0.330637128833333,0
666.666666666667,0.444444444444444,"low",0.357988655333333,0
666.666666666667,0.444444444444444,"med",0.350261826,0
666.666666666667,0.444444444444444,"high",0.352106097,0
666.666666666667,0.5,"low",0.383497982166667,0
666.666666666667,0.5,"med",0.387357643833333,0
666.666666666667,0.5,"high",0.3910362115,0
750,0,"low",0,0
750,0,"med",0,0
750,0,"high",0,0
750,0.0555555555555556,"low",0.051281389,0
750,0.0555555555555556,"med",0.0506661316666667,0
750,0.0555555555555556,"high",0.0492885356666667,0
750,0.111111111111111,"low",0.10568651,0
750,0.111111111111111,"med",0.107829103333333,0
750,0.111111111111111,"high",0.10755652,0
750,0.166666666666667,"low",0.153743927166667,0
750,0.166666666666667,"med",0.166243831666667,0
750,0.166666666666667,"high",0.154205451833333,0
750,0.222222222222222,"low",0.196538186166667,0
750,0.222222222222222,"med",0.197176776,0
750,0.222222222222222,"high",0.203553875833333,0
750,0.277777777777778,"low",0.245892124166667,0
750,0.277777777777778,"med",0.245841820666667,0
750,0.277777777777778,"high",0.2512099475,0
750,0.333333333333333,"low",0.280129844833333,0
750,0.333333333333333,"med",0.281514355833333,0
750,0.333333333333333,"high",0.284054985166667,0
750,0.388888888888889,"low",0.322941442833333,0
750,0.388888888888889,"med",0.321761068666667,0
750,0.388888888888889,"high",0.3157125345,0
750,0.444444444444444,"low",0.342128155,0
750,0.444444444444444,"med",0.360599259166667,0
750,0.444444444444444,"high",0.362113890833333,0
750,0.5,"low",0.400540559666667,0
750,0.5,"med",0.387890414,0
750,0.5,"high",0.400322928166667,0
