"","size","pct_hunt","prev_ratio","fadeout"
"132",175,0.25,0.192866280444444,0.116666666666667
"133",175,0.3,0.248415790722222,0.116666666666667
"134",175,0.35,0.2722958695,0.1
"135",175,0.4,0.303273651111111,0.0933333333333333
"136",175,0.45,0.327486044166667,0.126666666666667
"137",175,0.5,0.357228006611111,0.0933333333333333
"138",175,0.55,0.372866989888889,0.103333333333333
"139",175,0.6,0.398266816555556,0.11
"140",175,0.65,0.435844991833333,0.146666666666667
"141",175,0.7,0.4534606835,0.126666666666667
"142",175,0.75,0.456949125722222,0.12
"143",175,0.8,0.498921124055556,0.123333333333333
"144",175,0.85,0.513120233055556,0.106666666666667
"145",175,0.9,0.523705951777778,0.146666666666667
"146",175,0.95,0.530836267222222,0.12
"147",175,1,0.596111057277778,0.106666666666667
"148",200,0,0,0.13
"149",200,0.05,0.0420387955555556,0.13
"150",200,0.1,0.0918439738888889,0.113333333333333
"151",200,0.15,0.122105518222222,0.106666666666667
"152",200,0.2,0.164866268333333,0.12
"153",200,0.25,0.198357340944444,0.126666666666667
"154",200,0.3,0.220603148055556,0.106666666666667
"155",200,0.35,0.256723715777778,0.113333333333333
"156",200,0.4,0.321030854055556,0.103333333333333
"157",200,0.45,0.334351026,0.0866666666666667
"158",200,0.5,0.347332759555556,0.1
"159",200,0.55,0.387551893777778,0.116666666666667
"160",200,0.6,0.414754466833333,0.113333333333333
"161",200,0.65,0.438960583777778,0.126666666666667
"162",200,0.7,0.434230814722222,0.12
"163",200,0.75,0.477505967,0.0966666666666667
"164",200,0.8,0.494391795722222,0.09
"165",200,0.85,0.496962512777778,0.1
"166",200,0.9,0.502229889444444,0.14
"167",200,0.95,0.556931588666667,0.103333333333333
"168",200,1,0.573938175055556,0.15
"169",225,0,0,0.0866666666666667
"170",225,0.05,0.0420012933333333,0.0566666666666667
"171",225,0.1,0.0813625266666667,0.0966666666666667
"172",225,0.15,0.1301499,0.0666666666666667
"173",225,0.2,0.165610666111111,0.06
"174",225,0.25,0.199500091555556,0.0866666666666667
"175",225,0.3,0.275859773055556,0.08
"176",225,0.35,0.2673960505,0.0866666666666667
"177",225,0.4,0.336880156055556,0.09
"178",225,0.45,0.346936008222222,0.0533333333333333
"179",225,0.5,0.356908756055556,0.0866666666666667
"180",225,0.55,0.377333088166667,0.0933333333333333
"181",225,0.6,0.423466224055556,0.0566666666666667
"182",225,0.65,0.450215822111111,0.0633333333333333
"183",225,0.7,0.488564129944444,0.0533333333333333
"184",225,0.75,0.487566887666667,0.0933333333333333
"185",225,0.8,0.510820286388889,0.0666666666666667
"186",225,0.85,0.555692183277778,0.0433333333333333
"187",225,0.9,0.554013136555556,0.0766666666666667
"188",225,0.95,0.556665236666667,0.0766666666666667
"189",225,1,0.586802253555556,0.0866666666666667
"190",250,0,0,0.0366666666666667
"191",250,0.05,0.0441601511111111,0.0266666666666667
"192",250,0.1,0.0893519558888889,0.0266666666666667
"193",250,0.15,0.167003300055556,0.0433333333333333
"194",250,0.2,0.175718191333333,0.0566666666666667
"195",250,0.25,0.210775634222222,0.0533333333333333
"196",250,0.3,0.243879893555556,0.0633333333333333
"197",250,0.35,0.326067034777778,0.04
"198",250,0.4,0.320576499111111,0.0466666666666667
"199",250,0.45,0.329943602111111,0.0633333333333333
"200",250,0.5,0.387563730666667,0.0433333333333333
"201",250,0.55,0.415629431555556,0.0566666666666667
"202",250,0.6,0.424769750277778,0.0533333333333333
"203",250,0.65,0.448633482277778,0.0433333333333333
"204",250,0.7,0.486830324777778,0.07
"205",250,0.75,0.484576464222222,0.0566666666666667
"206",250,0.8,0.556100816722222,0.0533333333333333
"207",250,0.85,0.540389663388889,0.0433333333333333
"208",250,0.9,0.571865291111111,0.05
"209",250,0.95,0.599153716166667,0.0466666666666667
"210",250,1,0.6146021095,0.0366666666666667
"211",275,0,0,0.0466666666666667
"212",275,0.05,0.0416294772222222,0.0666666666666667
"213",275,0.1,0.0968424655555555,0.0333333333333333
"214",275,0.15,0.131847997444444,0.0433333333333333
"215",275,0.2,0.175723112777778,0.0633333333333333
"216",275,0.25,0.210048924277778,0.0433333333333333
"217",275,0.3,0.245669930611111,0.03
"218",275,0.35,0.280904853666667,0.0633333333333333
"219",275,0.4,0.325836306333333,0.0366666666666667
"220",275,0.45,0.336228472777778,0.07
"221",275,0.5,0.371751480222222,0.07
"222",275,0.55,0.410396530777778,0.0333333333333333
"223",275,0.6,0.440386033166667,0.04
"224",275,0.65,0.474425316111111,0.0366666666666667
"225",275,0.7,0.499786043555556,0.0333333333333333
"226",275,0.75,0.497092251055556,0.0366666666666667
"227",275,0.8,0.547624332555556,0.04
"228",275,0.85,0.540028168,0.0533333333333333
"229",275,0.9,0.564584142111111,0.0566666666666667
"230",275,0.95,0.589016421611111,0.0633333333333333
"231",275,1,0.595646769,0.0566666666666667
"232",300,0,0,0.0333333333333333
"233",300,0.05,0.0458533544444444,0.0366666666666667
"234",300,0.1,0.0973445022222222,0.0266666666666667
"235",300,0.15,0.143689112888889,0.0333333333333333
"236",300,0.2,0.182337731666667,0.0366666666666667
"237",300,0.25,0.208107439055556,0.0266666666666667
"238",300,0.3,0.270645475722222,0.0366666666666667
"239",300,0.35,0.273648651,0.0266666666666667
"240",300,0.4,0.316216016,0.04
"241",300,0.45,0.356270884222222,0.04
"242",300,0.5,0.378196345055556,0.0466666666666667
"243",300,0.55,0.406530724944444,0.0266666666666667
"244",300,0.6,0.443074608055556,0.02
"245",300,0.65,0.455122389222222,0.0333333333333333
"246",300,0.7,0.473927945611111,0.0566666666666667
"247",300,0.75,0.513484878055556,0.0433333333333333
"248",300,0.8,0.536154730444444,0.05
"249",300,0.85,0.541344953666667,0.04
"250",300,0.9,0.569878196555556,0.03
"251",300,0.95,0.5805383785,0.04
"252",300,1,0.600463295833333,0.0466666666666667
"253",325,0,0,0.00333333333333333
"254",325,0.05,0.0465983938888889,0.02
"255",325,0.1,0.0986566682777778,0.02
"256",325,0.15,0.129325648777778,0.02
"257",325,0.2,0.172434258111111,0.0333333333333333
"258",325,0.25,0.20759066,0.0133333333333333
"259",325,0.3,0.247430813333333,0.02
"260",325,0.35,0.283501867222222,0.01
"261",325,0.4,0.329808962166667,0.0166666666666667
"262",325,0.45,0.357728969277778,0.02
"263",325,0.5,0.379953639277778,0.0233333333333333
"264",325,0.55,0.405048313444444,0.0166666666666667
"265",325,0.6,0.4504900325,0.02
"266",325,0.65,0.458035201666667,0.02
"267",325,0.7,0.486936784,0.0133333333333333
"268",325,0.75,0.533482651555556,0.0366666666666667
"269",325,0.8,0.529345921055556,0.02
"270",325,0.85,0.5556720945,0.02
"271",325,0.9,0.575473024833333,0.0166666666666667
"272",325,0.95,0.622842195333333,0.0333333333333333
"273",325,1,0.592699525055556,0.04
"274",350,0,0,0.03
"275",350,0.05,0.0475161385555556,0.0166666666666667
"276",350,0.1,0.0953073670555556,0.02
"277",350,0.15,0.131768813888889,0.0366666666666667
"278",350,0.2,0.180882483555556,0.02
"279",350,0.25,0.216668505,0.02
"280",350,0.3,0.255133028722222,0.0133333333333333
"281",350,0.35,0.2931649725,0.02
"282",350,0.4,0.329053706555556,0.03
"283",350,0.45,0.359475415222222,0.0133333333333333
"284",350,0.5,0.369775256222222,0.0366666666666667
"285",350,0.55,0.424778081888889,0.00333333333333333
"286",350,0.6,0.442549943833333,0.0266666666666667
"287",350,0.65,0.462394157666667,0.0366666666666667
"288",350,0.7,0.502074423611111,0.02
"289",350,0.75,0.516879365888889,0.04
"290",350,0.8,0.528467453722222,0.0233333333333333
"291",350,0.85,0.561622838722222,0.0233333333333333
"292",350,0.9,0.572445446444444,0.0233333333333333
"293",350,0.95,0.590547672944444,0.0266666666666667
